Site ID,Facility Subtype,Facility ID,Rinks,Dimensions Estimate,Length,Width,Area,Operational Status,Operational Status Notes,Operator Name,Date Opened,Expected Opening Date,Accessibility Type (Text),Accessibility Type Group (Text),Management Type (Text),Management Type Group (Text),Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Changing Place Toilets,Disability Notes,Year Built,Year Built Estimated?,Is Refurbished?,Year Refurbished,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Timing Type,Seasonality Type,Start Month,End Month,Closed Date,Closure Reason,Last Updated Date,Meets Active Places Criteria,Easting,Northing,Latitude,Longitude,Created Date
1208297,3002,4147582,6,0,36.0,28.0,1008.0,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,0,0,1,0,1,0,,2014,0,0,,1,0,,2,1,1,12,,,2025-10-08 10:23:32,1,408551,280872,52.42579,-1.875661,
30002447,3002,30000280,4,0,36.5,18.4,672.0,3,,Oldham Community Leisure,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,2,,2015,0,0,,1,0,,2,1,1,12,,,2025-08-14 10:19:31,1,392190,404958,53.54122,-2.119319,2015-11-27 14:14:02
30002458,3002,30000430,1,0,10.0,3.0,30.0,5,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,0,1,1,1,1,2,,2015,0,0,,1,0,,1,1,1,12,2016-12-02,999,2016-12-02 14:32:59,1,445620,119272,50.97106,-1.351638,2015-12-03 12:52:27
30002678,3002,30000939,8,0,36.0,38.0,1368.0,3,,,,,Pay and Play,Public Access,Sport Club,Others,1,0,1,0,1,1,1,0,0,1,0,,1990,1,1,2018,1,0,,2,2,10,4,,,2025-07-28 07:48:57,1,536794,171422,51.4253,-0.03381677,2016-01-11 09:19:54
1036172,3002,30001557,3,0,40.0,4.3,172.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,0,1,0,1,0,,2000,1,0,,0,0,,2,1,1,12,,,2025-05-27 09:57:59,1,339435,374281,53.26207,-2.909408,2016-02-23 15:21:50
1036502,3002,30001841,1,0,25.0,3.0,75.0,3,,,,,Private Use,Private,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2002,0,0,,0,0,,2,1,1,12,,,2024-12-16 15:58:21,1,430517,170374,51.43155,-1.562399,2016-03-03 16:02:51
30002859,3002,30002581,4,0,36.6,18.4,673.0,3,,Places Leisure,2016-01-05,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2015,0,0,,1,0,,2,1,1,12,,,2026-01-07 15:55:54,1,485846,191317,51.61416,-0.761543,2016-04-08 15:47:28
30006127,3002,30011530,6,0,36.0,29.0,1044.0,3,,,,,Registered Membership use,Public Access,Sport Club,Others,1,0,1,1,1,1,1,1,0,1,0,,1997,0,0,,1,0,,2,1,1,12,,,2025-10-13 13:57:17,1,448425,130015,51.06743,-1.310265,2017-05-24 15:27:23
1005191,3002,30011967,6,0,36.0,27.0,972.0,3,,,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,Lift. Defibrillator on site,1968,0,1,2002,1,1,2002,2,1,1,12,,,2025-08-01 16:09:33,1,445966,516149,54.53854,-1.291099,2017-07-07 14:30:34
6017239,3002,30012776,4,0,35.0,20.0,700.0,4,,,,,Sports Club / Community Association,Public Access,Community Organisation,Others,1,0,1,1,1,1,1,1,1,1,0,,2000,1,0,,0,0,,2,1,1,12,,,2025-08-22 11:51:50,1,612002,250759,52.11451,1.094931,2017-09-11 12:56:51
20001084,3002,30013452,4,0,43.0,20.0,860.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,2000,1,0,,1,0,,2,1,1,12,,,2025-12-17 16:13:18,1,191169,39424,50.21786,-4.928691,2017-10-23 15:53:49
30005562,3002,30013506,6,0,36.5,27.6,1007.0,5,,PARKWOOD LEISURE,2017-01-03,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2016,0,1,2018,1,0,,2,1,1,12,2021-07-13,101,2023-08-04 15:14:11,1,457544,336539,52.92321,-1.145524,2017-10-31 11:27:36
30007350,3002,30014967,2,0,17.0,6.0,102.0,3,,,2016-04-01,,Free Public Access,Public Access,Trust,Trust,1,0,1,1,1,1,1,1,1,1,0,,2016,0,0,,0,0,,2,1,1,12,,,2025-10-13 11:24:03,1,436122,216267,51.84385,-1.477053,2018-03-08 11:55:11
1100194,3002,30018453,3,0,35.0,15.0,525.0,3,,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,0,0,0,0,0,0,0,0,0,0,,2000,1,0,,0,0,,2,1,1,12,,,2025-11-19 10:44:55,1,385897,90006,50.70951,-2.201088,2019-04-30 10:26:29
30008279,3002,30018481,8,0,42.0,37.8,1588.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,2019,0,0,,1,0,,2,1,1,12,,,2025-03-18 11:19:16,1,489478,180519,51.51653,-0.711841,2019-05-03 12:11:09
6012381,3002,30018525,2,0,36.5,10.0,365.0,3,,,,,Sports Club / Community Association,Public Access,Local Authority (in house),Local Authority,1,0,0,0,1,1,0,0,1,0,0,,1970,1,0,,0,0,,2,1,1,12,,,2025-01-06 08:24:51,1,407454,246232,52.11438,-1.892549,2019-05-09 10:22:00
6001886,3002,30019925,2,0,35.0,10.0,350.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,0,0,1,0,1,0,,2009,0,0,,1,0,,2,1,1,12,,,2025-07-17 13:05:49,1,341360,385011,53.35873,-2.882545,2019-10-25 14:47:57
30009423,3002,30023858,6,0,39.3,28.7,1128.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,1,1,1,1,1,0,,1978,0,1,2022,1,1,2021,2,1,1,12,,,2025-10-03 09:01:31,1,490026,411409,53.59156,-0.6413553,2020-12-21 13:31:17
20000834,3002,30023860,6,1,40.0,30.0,1200.0,3,,Swale Indoor Bowls Centre,2000-05-02,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,2000,0,0,,1,0,,2,1,1,12,,,2024-10-02 12:36:27,1,590044,164911,51.35149,0.727824,2020-12-22 11:09:11
1011021,3002,30028291,3,0,34.2,10.2,349.0,3,Is outdoors,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,2021,0,0,,1,0,,2,1,1,12,,,2025-01-24 14:11:52,1,366891,76673,50.58883,-2.469064,2022-09-12 10:43:01
1000902,3002,2008758,6,0,34.2,27.0,923.0,5,,Freedom Leisure,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,0,1,0,1,1,0,Finding/Reaching Entrance: Ramp,1946,0,1,1990,1,1,2012,2,1,1,12,2025-10-01,101,2025-12-16 18:52:17,1,528367,104438,50.82525,-0.1787871,
1001130,3002,2008759,8,0,36.0,36.8,1325.0,3,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1978,0,1,2001,1,1,2014,2,1,1,12,,,2024-10-30 13:17:53,1,627054,329954,52.8193,1.368242,
1002215,3002,2008761,6,0,33.3,30.6,1019.0,5,,,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,0,1,1,1,1,0,,1992,0,1,2004,1,1,2008,2,1,1,12,2023-04-21,102,2025-05-07 11:56:49,1,531172,175560,51.46382,-0.1130996,
1002366,3002,2008762,4,0,36.0,14.4,518.0,5,,,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,0,0,1,2,Parking: 3 Bays,1995,0,0,,1,1,1996,2,1,1,12,2017-02-21,101,2022-01-11 14:06:56,1,545614,178347,51.48534,0.09580509,
1002449,3002,2008763,7,0,37.0,32.9,1217.0,3,,,,,Pay and Play,Public Access,Community Organisation,Others,1,1,1,1,1,1,1,1,0,1,0,,1983,0,0,,1,1,2014,2,1,1,12,,,2025-05-24 14:08:35,1,459067,379510,53.30927,-1.114983,
1002500,3002,2008764,6,0,36.0,28.8,1037.0,3,"Bowls hall is managed by bowls club
Building managed by Local Authority",,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,1,1,1,1,1,0,,1987,0,1,2007,1,1,2000,2,1,1,12,,,2025-09-03 07:43:59,1,460333,341848,52.97062,-1.103059,
1002501,3002,2008765,8,0,36.0,36.0,1296.0,5,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,2,,1991,0,1,2009,1,0,,2,1,1,12,2016-01-20,102,2016-01-20 09:38:43,1,457541,336543,52.92325,-1.14556,
1002505,3002,2008766,7,0,36.0,31.5,1134.0,3,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1991,0,0,,1,0,,2,1,1,12,,,2025-10-28 12:11:15,1,463134,365569,53.1835,-1.056711,
1002577,3002,2008768,4,0,30.7,18.0,553.0,5,,,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,2,,1985,0,1,2004,1,0,,2,1,1,12,2016-03-18,103,2016-03-18 08:38:31,1,392677,405221,53.5436,-2.111977,
1002943,3002,2008769,4,0,34.74,19.4,674.0,3,,Greenwich Leisure Limited,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,"Parking: 13 dedicated spaces, Finding/Reaching Entrance: Ramp, Activity Areas: Lift available to floors, Toilets: 7 disabled toilets",1974,0,1,1996,1,1,2024,2,1,1,12,,,2025-02-11 11:58:19,1,516291,155850,51.28992,-0.3336595,
1003569,3002,2008771,4,0,36.0,18.0,648.0,3,,Fusion Lifestyle,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,"Lift, Finding/Reaching Entrance: Ramp, Doorways: Automatic, Changing Facilities: Wet side & dry, Toilets: Wet side & dry",1997,0,1,2007,1,0,,2,1,1,12,,,2025-01-07 15:04:53,1,273536,43753,50.28014,-3.776312,
1003837,3002,2008774,6,0,35.1,25.2,885.0,3,,Everyone Active,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,0,1,1,1,1,0,2 disabled bays but no car park.,1974,0,0,,1,1,2015,2,1,1,12,,,2025-10-28 08:07:28,1,523569,224113,51.90187,-0.2053199,
1035944,3002,2008775,6,0,36.6,28.8,1054.0,3,The times specified are the winter times. The summer times are: Monday - Friday 10am -12noon.,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1997,0,1,2015,1,0,,2,1,1,12,,,2025-02-13 11:02:50,1,470768,138214,51.13884,-0.9898233,
1003940,3002,2008776,6,0,34.2,25.2,862.0,5,,,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,1,Parking: 7 Bays,1973,0,1,2004,1,1,2003,2,1,1,12,2021-02-24,103,2021-02-26 13:03:56,1,486783,155301,51.29025,-0.756839,
1003950,3002,2008777,6,0,36.0,27.0,972.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1987,0,1,2007,1,1,2007,3,1,1,12,2013-04-01,999,2023-05-16 11:36:47,1,471769,106965,50.85775,-0.9816879,
1004035,3002,2008779,6,0,36.0,25.2,907.0,3,,Everyone Active,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Parking: 12 Bays,1988,0,0,,1,1,2007,2,1,1,12,,,2025-04-24 10:45:05,1,453937,298863,52.58493,-1.205341,
1004044,3002,2008780,6,0,37.0,30.0,1110.0,3,,Everyone Active,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,1999,0,0,,1,0,,2,1,1,12,,,2025-07-07 07:48:45,1,473742,285968,52.4667,-0.9159377,
1004102,3002,2008781,3,0,31.5,11.7,369.0,3,,,,,Sports Club / Community Association,Public Access,Community Organisation,Others,1,1,1,1,1,1,1,1,1,1,0,,1970,0,1,2001,1,0,,2,1,1,12,,,2025-07-22 15:48:25,1,435397,561864,54.95018,-1.448892,
1004110,3002,2008782,8,0,36.0,36.0,1296.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1978,0,1,2006,1,1,2004,3,1,1,12,2013-05-01,999,2013-11-04 00:00:00,1,439383,556920,54.90546,-1.387338,
1004115,3002,2008783,8,0,35.1,33.6,1179.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1978,0,1,2006,1,1,2006,3,1,1,12,2013-07-01,999,2022-01-10 17:03:28,1,424716,564410,54.9737,-1.61543,
1004128,3002,2008784,3,0,40.0,16.0,640.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1982,0,0,,1,0,,3,1,1,12,2015-06-14,999,2015-06-16 00:00:00,1,430871,564973,54.97842,-1.519219,
1004134,3002,2008785,6,0,36.0,27.0,972.0,3,,Everyone Active,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,0,1,1,1,Parking: 3 Bays,1990,0,1,2003,1,1,2011,2,1,1,12,,,2025-07-10 06:57:59,1,433848,550105,54.84463,-1.474452,
1004160,3002,2008786,2,0,31.5,8.4,265.0,3,,,,,Pay and Play,Public Access,Community Organisation,Others,1,1,1,1,1,1,1,1,1,1,0,Parking: 4 parking bays,1973,0,1,1995,1,0,,2,1,1,12,,,2025-07-30 12:04:59,1,432890,563593,54.96589,-1.487834,
1004233,3002,2008787,6,0,34.0,30.0,1020.0,5,,,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,0,1,1,1,1,2,,1974,0,1,2003,1,1,2006,2,1,1,12,2020-01-31,103,2020-02-06 10:51:41,1,433819,279129,52.40914,-1.504259,
1004397,3002,2008788,5,0,31.5,18.0,567.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1970,0,1,2003,1,1,2006,3,1,1,12,2015-05-18,999,2015-06-01 00:00:00,1,414763,416980,53.64914,-1.778129,
1004470,3002,2008789,4,0,36.0,20.4,734.0,5,,,,,Pay and Play,Public Access,Not Known,Not Known,0,0,0,0,0,0,0,0,0,0,2,,1974,0,0,,1,1,2002,3,1,1,12,2012-03-18,999,2012-03-26 00:00:00,1,247058,56252,50.38621,-4.15276,
1004472,3002,2008790,4,0,36.0,18.0,648.0,5,,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1975,0,1,2005,1,1,2000,2,1,1,12,2022-06-23,102,2022-10-05 09:48:37,1,255855,132728,51.07572,-4.059021,
1004513,3002,2008791,6,0,37.0,30.0,1110.0,5,,,,,Registered Membership use,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,0,1,2,,1972,0,1,2004,1,1,2006,2,1,1,12,2018-04-14,101,2024-02-19 13:20:12,1,577461,173783,51.43525,0.5517488,
1004787,3002,2008794,2,0,34.7,11.0,382.0,5,,,,,Sports Club / Community Association,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,2,,1993,0,1,2003,1,1,2010,2,1,1,12,2017-01-02,102,2024-01-26 13:34:17,1,375438,164778,51.38151,-2.354316,
1040615,3002,70002160,2,1,20.0,30.0,600.0,3,These are grass NOT indoor bowls rinks.,Gravesend Cricket Lawn Tennis & Bolwingclub (1960) Ltd,1965-01-01,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,1,,1965,0,1,2008,1,1,2008,1,2,4,9,,,2025-02-14 14:29:27,1,564444,173451,51.43619,0.3644927,2025-02-14 14:29:27
30003156,3002,70003161,1,1,20.0,5.0,100.0,3,,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,0,0,,1994,0,0,,1,0,,1,2,9,2,,,2025-04-24 10:23:19,1,406247,601799,55.31025,-1.903128,2025-04-24 10:23:19
1014720,3002,2029430,8,0,23.0,7.5,173.0,3,,,,,Registered Membership use,Public Access,Sport Club,Others,1,0,1,1,1,0,1,0,0,0,0,,1968,0,1,2025,0,0,,2,1,1,12,,,2025-05-15 12:47:20,1,636164,298785,52.53571,1.48085,
20000054,3002,4111966,6,0,35.0,5.0,175.0,3,,,,,Sports Club / Community Association,Public Access,Community Organisation,Others,1,1,1,1,1,1,1,1,1,1,0,,1993,0,0,,1,0,,2,1,1,12,,,2025-06-11 08:39:21,1,640166,310822,52.64196,1.548459,
1011129,3002,2009024,7,0,37.8,31.5,1191.0,3,"Monday 09:00-17:00, Tuesday to Thursday 09:00-17:00 + 18:30-21:30, Friday 09:00-18:00, Saturday 09:00-15:00, Sunday 09:00-14:00
Sunday and Saturday hours subject to change depending on Friendly Schedules. Please call Reception to check.",Jacks Centre Latchingdon Bowls Club,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,1,,1990,0,1,2024,1,1,2005,2,1,1,12,,,2025-06-30 08:53:28,1,588636,199934,51.66652,0.7263372,
1011168,3002,2009063,6,0,54.1,35.12,1899.99,3,In the summer open only Wednesday and Friday 10.00am-14.00pm. A total area of 1900 square meters and 6 rinks,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,0,0,"Ramp on site. 
Lady's toilets are accessible but no disabled toilet as such.
Defibrillator on site.",1905,0,1,2024,1,1,2000,2,2,10,4,,,2025-09-09 10:54:28,1,536795,171423,51.42532,-0.03379992,
1040675,3002,30029263,2,1,35.0,12.0,420.0,3,,,,,Sports Club / Community Association,Public Access,Community Organisation,Others,1,0,1,1,1,0,1,0,1,0,0,,1990,1,0,,1,0,,2,1,1,12,,,2025-03-04 08:38:53,1,504643,199384,51.68348,-0.4877483,2023-02-23 16:40:04
