Site ID,Facility Type,Facility Subtype,Facility ID,Courts,Surface Type,Overmarked,Overmarked Sports: Basketball,Overmarked Sports: Football,Overmarked Sports: Hockey,Overmarked Sports: Netball,Overmarked Sports: Other Sport,Operational Status Notes,Operational Status,Operator Name,Date Opened,Expected Opening Date,Accessibility Type (Text),Accessibility Type Group (Text),Management Type (Text),Management Type Group (Text),Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Changing Place Toilets,Disability Notes,Year Built,Is Refurbished?,Year Refurbished,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Timing Type,Seasonality Type,Start Month,End Month,Closed Date,Closure Reason,Last Updated Date,Meets Active Places Criteria,Easting,Northing,Latitude,Longitude,Created Date
1000051,4,4004,2021622,4,3,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1995,1,2016,1,1,2006,2,1,1,12,,,2025-02-26 16:54:59,1,525091,175678,51.46626,-0.20055,
6003854,4,4003,70000241,3,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,0,1,1,1,0,,2021,0,,1,0,,2,1,1,12,,,2025-03-28 13:40:51,1,460883,454119,53.97957,-1.073148,2024-04-24 12:03:35
50000139,4,4004,70000293,10,1,0,0,0,0,0,0,,3,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,,1995,1,2019,1,0,,2,1,1,12,,,2025-10-30 07:48:48,1,452634,318977,52.76586,-1.221361,2024-05-02 13:23:14
1002857,4,4004,2026062,12,1,2,2,2,2,2,2,,3,Lawn Tennis Association,,,Registered Membership use,Public Access,Other,Others,1,1,1,1,1,1,1,1,1,1,0,,1990,0,,1,1,2017,2,1,1,12,,,2025-10-09 13:52:58,1,454543,337845,52.93526,-1.189937,
1002857,4,4002,2028123,3,1,0,0,0,0,0,0,,3,Lawn Tennis Association,,,Registered Membership use,Public Access,Other,Others,1,1,1,1,1,1,1,1,1,1,0,,1990,0,,1,1,2017,2,1,1,12,,,2025-10-09 13:52:58,1,454543,337845,52.93526,-1.189937,
1008209,4,4004,2021732,4,1,0,0,0,0,0,0,,3,,,,Pay and Play,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,,2000,1,2006,1,0,,2,1,1,12,,,2025-03-27 16:10:34,1,356248,176942,51.48972,-2.631554,
1008880,4,4004,2026079,4,1,0,0,0,0,0,0,,3,,2004-01-05,,Pay and Play,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,,2004,1,2013,1,1,2015,2,1,1,12,,,2025-07-03 13:02:06,1,291606,94207,50.73732,-3.537453,
1008880,4,4003,4127439,6,5,0,0,0,0,0,0,,3,,,,Pay and Play,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,,2013,0,,1,1,2014,2,1,1,12,,,2025-07-03 13:02:06,1,291606,94207,50.73732,-3.537453,
30007215,4,4004,30027694,1,3,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Sport Club,Others,0,0,0,0,1,0,0,0,0,0,0,,2021,0,,1,0,,2,1,1,12,,,2025-12-30 16:09:36,1,575269,170764,51.40882,0.5187538,2022-05-18 14:58:36
1000079,4,4004,2021629,6,1,2,2,2,2,2,2,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1998,1,2014,1,1,2014,2,1,1,12,,,2025-10-28 10:14:32,1,413097,277510,52.39547,-1.808945,
1203895,4,4004,2039954,4,1,1,1,0,0,1,1,Other = 6 badminton courts.,3,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,,2006,1,2024,1,0,,2,1,1,12,,,2025-10-27 08:36:03,1,465165,99900,50.795,-1.076762,
1013905,4,4004,2026046,6,1,0,0,0,0,0,0,,3,Freedom Leisure,2001-01-31,,Pay and Play,Public Access,Trust,Trust,1,2,1,1,1,1,1,1,1,1,0,Parking: 6 Designated spaces,2000,1,2011,1,1,2013,2,1,1,12,,,2025-10-15 11:54:48,1,383984,219983,51.87819,-2.234062,
1004044,4,4003,70001404,3,1,1,0,1,0,1,1,Overmarked for six badminton courts,3,Everyone Active,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2024,0,,1,0,,2,1,1,12,,,2025-07-07 07:48:45,1,473742,285968,52.4667,-0.9159377,2024-11-27 13:00:22
50000594,4,4001,70001442,4,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,2024,0,,1,0,,2,1,1,12,,,2024-12-02 14:55:02,1,584025,266720,52.26786,0.6955194,2024-12-02 14:55:02
1011229,4,4002,2021764,2,3,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,1980,1,2010,1,1,2010,2,1,1,12,,,2024-12-02 14:20:16,1,525006,114841,50.9195,-0.2229168,
1011259,4,4002,2021797,2,3,0,0,0,0,0,0,,3,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,2000,1,2010,1,1,1997,2,2,9,3,,,2024-12-11 10:38:26,1,453222,319102,52.76692,-1.212632,
1013909,4,4004,2026060,3,1,0,0,0,0,0,0,,3,,,,Pay and Play,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,Lift.,1998,0,,1,1,2008,2,1,1,12,,,2025-11-07 12:48:07,1,384385,391947,53.42411,-2.236431,
50001033,4,4002,70001855,3,4,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2025,0,,1,0,,2,1,1,12,,,2025-12-22 11:43:23,1,619503,167358,51.36286,1.151732,2025-01-22 13:02:32
1000077,4,4001,2021627,3,1,2,2,2,2,2,2,2xMale – 2X Female -1X accessible changing room -1x family room ,3,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,"2x lift, 2x accessible toilets, ramps, 1x pool hoist",1996,1,2006,1,1,2004,2,1,1,12,,,2025-01-29 08:29:07,1,521999,175238,51.46297,-0.2451923,
1002435,4,4004,2021681,7,1,0,0,0,0,0,0,,3,Everyone Active,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,1994,1,2002,1,1,2017,2,1,1,12,,,2025-03-06 11:21:45,1,523611,181199,51.5162,-0.2199136,
1011701,4,4004,2026993,4,1,1,2,2,2,2,1,,3,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,"There is a VI group which meets regularly.
Walking Tennis.
Tennis for wheelchair users
Well Being group",1997,0,,1,0,,2,1,1,12,,,2025-03-08 15:35:16,1,531381,344073,52.97794,-0.04469361,
1002989,4,4003,2026057,4,1,0,0,0,0,0,0,,3,Greenwich Leisure Limited,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,2001,1,2004,1,1,2005,2,1,1,12,,,2025-04-08 14:29:08,1,329184,477200,54.18567,-3.086663,
1000050,4,4002,70003022,2,8,0,0,0,0,0,0,,5,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,"Parking: 5 disabled bays, Finding/Reaching Entrance: Ramps, wide entrance, Reception Area: Clear view, Doorways: Automated entrance doors and wide corridors, Changing Facilities: Specific disabled changing area, Activity Areas: Accessible lifts, Toilets: 2 Unisex Disabled toilets, Social Areas: Ample space, Spectator Areas: Very open space, Emergency Exits: All areas have waiting areas",2003,1,2018,1,0,,2,1,1,12,2024-04-01,101,2025-09-22 16:15:02,1,536638,167969,51.39431,-0.03738806,2025-04-09 12:01:55
1206529,4,4003,2220074,3,9,2,2,2,2,2,2,Painted concrete ,3,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,0,1,0,".? 6 dedicated accessible spaces, 5 accessible W/C (3 with shower), Auto doors at 3 locations, 3x platform lifts (1x vertical, 2x incline)",2002,1,2015,1,1,2005,2,1,1,12,,,2025-04-09 09:15:21,1,145871,31396,50.12809,-5.55711,
1004567,4,4004,4150004,4,1,0,0,0,0,0,0,,3,Your Leisure Kent,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,2011,0,,1,0,,2,1,1,12,,,2025-04-09 13:48:47,1,637280,152071,51.21851,1.39649,
1000056,4,4004,2021623,9,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1997,1,2007,1,1,2007,2,1,1,12,,,2025-04-30 12:10:48,1,384611,406660,53.55635,-2.233766,
1000503,4,4004,2021656,7,5,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,1999,1,2014,1,1,2007,2,1,1,12,,,2025-04-30 12:21:23,1,454575,341306,52.96637,-1.18888,
1000056,4,4001,4127333,3,3,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2013,0,,1,0,,2,1,1,12,,,2025-04-30 12:10:48,1,384611,406660,53.55635,-2.233766,
1000043,4,4001,2021619,4,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,1995,1,2015,1,1,2015,2,1,1,12,,,2025-05-01 11:18:26,1,526186,176064,51.46949,-0.184647,
1000043,4,4003,2021620,9,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,1995,1,2015,1,1,2015,2,1,1,12,,,2025-05-01 11:18:26,1,526186,176064,51.46949,-0.184647,
1000368,4,4004,2021644,3,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Parking: Valet attendants but spaces available if required,2002,1,2024,1,1,2024,2,1,1,12,,,2025-05-01 11:33:03,1,525389,181747,51.52073,-0.1941077,
1004836,4,4004,2021715,4,1,1,2,2,2,2,1,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1974,1,2004,1,1,2014,2,1,1,12,,,2025-05-14 14:31:55,1,484834,184877,51.55641,-0.7777116,
1003152,4,4004,2021698,11,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Lift.,2001,1,2014,1,1,2014,2,1,1,12,,,2025-05-21 15:08:30,1,437777,115385,50.93667,-1.463742,
1009935,4,4004,2026266,5,5,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,2004,0,,1,0,,2,1,1,12,,,2026-01-07 20:06:26,1,510725,104127,50.8261,-0.4292561,
1008668,4,4004,2026608,6,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2005,1,2018,1,1,2007,2,1,1,12,,,2025-05-21 15:32:02,1,352065,314652,52.72739,-2.711216,
1006722,4,4004,2077073,4,5,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,2007,0,,1,0,,2,1,1,12,,,2025-10-29 10:34:22,1,415058,189457,51.60376,-1.783949,
1019136,4,4004,2070750,2,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,2008,0,,1,0,,2,1,1,12,,,2025-05-27 14:20:09,1,388364,216522,51.84718,-2.170316,
1019136,4,4004,2091945,4,10,0,0,0,2,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,2008,0,,1,0,,2,1,1,12,,,2025-05-27 14:20:09,1,388364,216522,51.84718,-2.170316,
1036080,4,4002,4099871,2,1,1,0,0,0,0,1,,3,Bromley Cricket Club,,,Sports Club / Community Association,Public Access,Sport Club,Others,0,1,1,1,1,1,0,1,1,1,1,*Disabled Toilets & external lift,1950,0,,1,1,2025,2,2,9,4,,,2025-04-25 15:22:46,1,541204,169687,51.40863,0.0288806,
30007679,4,4001,30016448,3,3,0,0,0,0,0,0,The facility provides three courts covered by an air dome with internal floodlights.,3,,,,Registered Membership use,Public Access,Sport Club,Others,1,0,0,0,0,0,0,0,0,0,0,,2018,0,,1,0,,2,1,1,12,,,2025-06-27 11:33:56,1,501558,379152,53.29963,-0.4775844,2018-10-08 14:05:06
1003770,4,4004,2021703,4,1,0,0,0,0,0,0,,3,Freedom Leisure,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,1996,1,2005,1,0,,2,1,1,12,,,2025-07-07 14:32:56,1,589682,187483,51.55435,0.7347185,
1011242,4,4002,2038507,2,5,0,0,0,0,0,0,,5,,,,Pay and Play,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,0,0,0,,2003,1,2012,1,0,,2,1,1,12,2020-05-01,501,2025-07-08 08:56:05,1,488903,149669,51.23928,-0.7278356,
1011276,4,4004,2021815,2,1,1,2,2,2,2,1,,3,,,,Pay and Play,Public Access,Sport Club,Others,1,1,1,1,1,0,1,0,0,0,0,,1965,1,2004,1,1,2004,2,1,1,12,,,2025-07-10 11:42:14,1,540489,168101,51.39457,0.01798612,
1005734,4,4001,2026077,1,1,0,0,0,0,0,0,,3,,,,Pay and Play,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,,2002,0,,1,1,2014,2,1,1,12,,,2025-07-17 12:53:02,1,236188,69985,50.50668,-4.311547,
50003123,4,4004,70004115,4,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,2014,0,,1,0,,2,1,1,12,,,2025-07-24 16:04:53,1,490945,336966,52.92244,-0.6487072,2025-07-24 16:04:53
1011487,4,4002,70004194,3,3,1,0,0,0,1,0,,3,,,,Sports Club / Community Association,Public Access,School/College/University (in house),Education,1,1,1,1,1,1,1,1,1,1,0,"Parking: 2 designated disabled parking bays available.
No dedicated first aid room but has fully equipped first aid, including a defib on site .",2016,0,,1,0,,2,2,10,5,,,2025-08-01 14:50:52,1,364158,372527,53.24856,-2.538594,2025-08-01 14:50:52
1011508,4,4003,2077047,3,1,0,2,2,0,2,2,,3,Wave Active,,,Registered Membership use,Public Access,Local Authority (in house),Local Authority,1,1,1,1,1,1,1,1,1,1,0,,2007,0,,1,0,,2,1,1,12,,,2025-08-19 16:58:28,1,560215,101385,50.78989,0.2717177,
30008679,4,4001,30020908,3,3,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2019,0,,1,0,,2,1,1,12,,,2025-09-10 13:32:55,1,367575,176957,51.49062,-2.468407,2020-02-05 11:52:01
1039711,4,4002,30023548,2,8,0,0,0,0,0,0,,3,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,0,1,1,1,1,0,1,1,1,0,,2019,0,,1,1,2005,1,2,11,3,,,2025-09-11 10:06:21,1,478646,240704,52.05916,-0.8542897,2020-11-04 16:21:59
1000001,4,4004,2021593,2,5,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,1994,1,2017,1,1,2017,2,1,1,12,,,2025-09-22 15:30:16,1,429237,456130,54.0004,-1.555463,
1000032,4,4004,2021613,3,5,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,1997,1,2015,1,1,2014,2,1,1,12,,,2025-09-22 15:46:39,1,400790,94011,50.7457,-1.990149,
1000039,4,4004,2021616,10,1,1,0,0,2,0,1,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Parking: 4 Parking Bays,1985,1,2007,1,1,2002,2,1,1,12,,,2025-09-22 16:22:30,1,530849,163694,51.35727,-0.1221169,
1000082,4,4004,2021630,8,5,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,"Parking: 8 Designated Bays, Finding/Reaching Entrance: Ramp, Emergency Exits: Ramps",1998,0,,1,1,2005,2,1,1,12,,,2025-09-22 16:03:03,1,436630,552400,54.86506,-1.430842,
1000508,4,4004,2021659,7,5,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,1999,1,2006,1,1,2016,2,1,1,12,,,2025-09-22 15:55:36,1,446337,519359,54.56735,-1.284862,
1002743,4,4001,2021687,4,4,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Parking: 7 disabled parking bays available,2001,0,,1,0,,2,1,1,12,,,2025-09-22 16:28:42,1,620531,241389,52.02706,1.213241,
1002743,4,4004,2021688,6,5,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Parking: 7 disabled parking bays available,2001,0,,1,0,,2,1,1,12,,,2025-09-22 16:28:42,1,620531,241389,52.02706,1.213241,
1008047,4,4004,2026323,3,5,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2004,0,,1,0,,2,1,1,12,,,2025-09-22 17:09:06,1,521282,208845,51.76516,-0.2438891,
1008047,4,4004,2026324,7,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2004,0,,1,0,,2,1,1,12,,,2025-09-22 17:09:06,1,521282,208845,51.76516,-0.2438891,
1000082,4,4002,4109138,2,3,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,"Parking: 8 Designated Bays, Finding/Reaching Entrance: Ramp, Emergency Exits: Ramps",1998,1,2016,1,1,2005,2,1,1,12,,,2025-09-22 16:03:03,1,436630,552400,54.86506,-1.430842,
1000032,4,4004,4114407,4,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,1997,1,2015,1,1,2014,2,1,1,12,,,2025-09-22 15:46:39,1,400790,94011,50.7457,-1.990149,
1000050,4,4004,4148131,5,5,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,"Parking: 5 disabled bays, Finding/Reaching Entrance: Ramps, wide entrance, Reception Area: Clear view, Doorways: Automated entrance doors and wide corridors, Changing Facilities: Specific disabled changing area, Activity Areas: Accessible lifts, Toilets: 2 Unisex Disabled toilets, Social Areas: Ample space, Spectator Areas: Very open space, Emergency Exits: All areas have waiting areas",2000,1,2016,1,1,2012,2,1,1,12,,,2025-09-22 16:15:02,1,536638,167969,51.39431,-0.03738806,
1000001,4,4004,30020759,2,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Pool Hoist.,1994,1,2015,1,1,2015,2,1,1,12,,,2025-09-22 15:30:16,1,429237,456130,54.0004,-1.555463,2020-01-28 10:21:24
1000020,4,4004,70004715,2,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Parking: 6 bays.,1995,1,2014,1,1,2014,2,1,1,12,,,2025-09-23 08:42:56,1,356238,171156,51.4377,-2.630979,2025-09-23 08:42:56
1000020,4,4004,2021605,10,5,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,Parking: 6 bays,1995,1,2014,1,1,2014,2,1,1,12,,,2025-09-23 08:42:53,1,356238,171156,51.4377,-2.630979,
1000002,4,4004,2021594,2,1,1,0,0,0,0,1,Overmarked with badminton,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,0,1,0,,1998,0,,1,1,2019,2,1,1,12,,,2025-09-24 11:15:23,1,559201,179379,51.49095,0.2917934,
1011235,4,4004,2021773,2,1,1,0,0,0,0,1,,3,,,,Sports Club / Community Association,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,Lift,1995,1,2008,1,1,2002,2,1,1,12,,,2025-09-29 12:57:27,1,510345,220410,51.87137,-0.3986255,
1011236,4,4002,2021774,2,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,,1939,1,2011,1,1,2005,2,1,1,12,,,2025-10-08 10:12:46,1,510459,165719,51.37979,-0.414202,
1037840,4,4004,2080001,3,3,0,0,0,0,0,0,,3,,,,Pay and Play,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,1,,2005,0,,1,1,2012,2,1,1,12,,,2025-10-13 09:20:25,1,437526,371767,53.24163,-1.439158,
1011210,4,4004,2021743,4,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Sport Club,Others,1,1,1,1,1,1,1,1,1,1,0,"Finding/Reaching Entrance: Sloped entrance, Social Areas: Ground level",2000,1,2017,1,1,2006,2,1,1,12,,,2025-10-27 17:23:48,1,413769,417433,53.65323,-1.793155,
1005737,4,4004,2026067,3,1,0,0,0,0,0,0,,3,Greenwich Leisure Limited,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,1986,1,2008,1,0,,2,1,1,12,,,2025-10-31 18:05:40,1,207780,65184,50.45491,-4.709267,
1007947,4,4004,2026061,6,1,0,0,0,0,0,0,,3,GLL,,,Registered Membership use,Public Access,Trust,Trust,1,1,1,1,1,1,1,0,1,1,0,"Parking: Designated bays, Finding/Reaching Entrance: Ramps, Reception Area: Lowered reception desk, Spectator Areas: Ramp, Emergency Exits: Ground level",1989,1,2020,1,0,,2,1,1,12,,,2025-11-06 15:48:24,1,530354,184675,51.54593,-0.1215021,
1103123,4,4004,30007799,3,1,2,2,2,2,2,2,,3,,2016-06-01,,Pay and Play,Public Access,Sport Club,Others,1,0,1,1,0,1,1,1,1,0,0,Wheelchair Tennis is standard part of coaching programme,2016,0,,1,1,2021,2,1,1,12,,,2025-11-17 09:14:03,1,516945,299928,52.58461,-0.2753381,2016-11-28 15:52:04
1004341,4,4004,2021706,6,1,0,0,0,0,0,0,,3,Kore Wellness,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,2,,1998,1,2002,1,0,,2,1,1,12,,,2026-01-09 15:40:41,1,396593,294177,52.54545,-2.051652,
1036022,4,4001,2071702,2,1,0,0,0,0,0,0,,3,,,,Sports Club / Community Association,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2003,0,,1,0,,2,1,1,12,,,2025-12-02 12:58:31,1,181949,61469,50.41251,-5.070478,
1205398,4,4002,30008344,3,3,1,2,2,2,1,2,"Lined primarily for tennis, with netball markings also in place. Tennis dome in place September-April.",3,,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,0,0,1,0,,2000,0,,1,0,,2,2,9,4,,,2025-12-04 14:52:41,1,486287,179572,51.50851,-0.7580559,2017-01-18 16:47:18
1008093,4,4004,2026076,4,3,0,0,0,0,0,0,School have half the indoor tennis centre until 3:30. ,3,,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,0,,2002,1,2010,1,0,,2,1,1,12,,,2025-12-05 08:57:59,1,370005,154190,51.28605,-2.431486,
30008971,4,4002,30021584,2,3,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Sport Club,Others,1,0,1,1,1,0,1,0,0,1,0,,2010,0,,1,0,,1,1,1,12,,,2025-12-08 13:59:54,1,539103,366192,53.17469,0.07978145,2020-03-30 15:56:53
1001591,4,4004,70005384,2,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,2,1,1,1,1,1,1,0,1,0,,2001,2,,1,2,,2,1,1,12,,,2025-12-09 09:59:07,1,359161,420211,53.67678,-2.619704,2025-12-09 09:32:19
1001591,4,4004,2021673,4,5,0,0,0,0,0,0,4 textile courts & 2 Padel courts.,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2001,0,,1,1,2004,2,1,1,12,,,2025-12-09 09:59:07,1,359161,420211,53.67678,-2.619704,
1011226,4,4002,2021761,4,3,0,0,0,0,0,0,During summer months 6 courts available for play outside,3,,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,0,1,1,1,1,0,,1986,1,2007,1,1,2003,2,2,9,5,,,2025-12-09 10:19:44,1,374663,165167,51.38498,-2.36548,
1011262,4,4001,2021800,2,1,0,0,0,0,0,0,,3,,,,Pay and Play,Public Access,Sport Club,Others,0,0,0,0,0,0,0,0,0,0,0,"Due to the carpark not being owned by the club, there are no disabled parking spaces for wheelchair access.  We can cater for able bodied disabled players however due to safety and access issues we cannot always cater for wheelchair players.",1994,0,,0,0,,2,1,1,12,,,2025-12-11 09:33:53,1,523167,226842,51.92649,-0.2101774,
1005858,4,4004,2021722,6,1,0,0,0,0,0,0,,3,Everyone Active,,,Pay and Play,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,0,1,1,0,,2000,1,2006,1,1,2019,2,1,1,12,,,2025-12-17 12:29:42,1,324909,123916,51.0097,-3.071719,
30008585,4,4004,70004419,1,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,0,0,0,0,0,0,0,0,0,0,0,,2025,0,,1,0,,2,1,1,12,,,2025-12-17 09:17:55,1,357821,391134,53.41533,-2.636054,2025-08-20 15:31:39
30005554,4,4002,70003015,3,10,0,0,0,0,0,0,Three indoor carpet courts,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2017,0,,1,0,,2,1,1,12,,,2025-12-18 16:09:18,1,599610,228797,51.92191,0.9014104,2025-04-09 10:24:18
50001033,4,4004,70001857,3,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,1,1,1,1,1,1,1,1,1,0,,2025,0,,1,0,,2,1,1,12,,,2025-12-22 11:43:23,1,619503,167358,51.36286,1.151732,2025-01-22 13:02:33
1010993,4,4004,2027944,3,1,0,0,0,0,0,0,,3,,,,Pay and Play,Public Access,Trust,Trust,1,1,1,1,1,1,1,1,1,1,1,Parking: 2 Designated bays,1998,1,2010,1,1,2006,2,1,1,12,,,2025-12-23 17:18:14,1,378108,246063,52.11246,-2.321093,
50004216,4,4004,70005542,3,1,0,0,0,0,0,0,,3,,,,Registered Membership use,Public Access,Commercial Management,Commercial,1,0,1,1,1,1,1,1,0,1,0,,2025,0,,1,0,,2,1,1,12,,,2025-12-24 13:43:10,1,547122,210645,51.77515,0.1310691,2025-12-24 13:43:10
